donor_id,date,volunteer_ids,recipient_ids,part_food_types,part_weights,transport,scale
74,1/8/2014,211,15,Produce,0,Bike,
175,1/8/2014,358,5,Produce:Produce,:100.0,Bike,
69,1/8/2014,53,39,Produce,1,Foot,
4,1/9/2014,349,10,Produce:Baked Goods,140.0:50.0,Bike,
72,1/9/2014,349,15,Produce:Baked Goods,:0.0,Bike,
6,1/9/2014,349,7,Produce:Baked Goods,:2.0,Bike,
1,1/9/2014,58,187,Produce:Baked Goods:Fresh Prepared Food,175.0:10.0:5.0,Bike,
3,1/9/2014,705,42,Produce,8,Bike,
27,1/9/2014,256,18,Baked Goods,8,Foot,
2,1/9/2014,57,28,Produce,0,Bike,
74,1/9/2014,349,63,Produce,26,Bike,
175,1/9/2014,701,7,Produce,0,Bike,
175,1/9/2014,358,100,Produce:Produce,:0.0,Bike,
25,1/10/2014,687,22,Baked Goods,10,Foot,
175,1/10/2014,356,15,,0,Bike,
74,1/10/2014,553,15,Produce,0,Bike,
3,1/10/2014,31,14,Produce,106,Bike,
6,1/10/2014,705,71,Produce:Baked Goods,20.0:30.0,Bike,
1,1/10/2014,658,66,Produce:Baked Goods,85.0:15.0,Bike,
27,1/10/2014,695,20,Baked Goods,15,Car,
4,1/10/2014,279,20,Produce:Baked Goods:,18.0:6.0:5.0,Bike,
175,1/10/2014,416,5,Produce,0,Bike,
2,1/10/2014,563,15,Produce,0,Bike,
175,1/11/2014,609,18,Produce:Baked Goods,0.0:0.0,,
4,1/11/2014,135,22,Produce,60,Bike,
74,1/11/2014,674,186,Produce,20,Car,
175,1/11/2014,279,20,Produce:Baked Goods,0.0:0.0,Bike,
72,1/11/2014,593,8,Produce:Baked Goods,35.0:200.0,Car,
76,1/11/2014,551,26,Frozen Prepared Food,21,Bike,
24,1/11/2014,691,28,Fresh Prepared Food,3,Bike,
25,1/11/2014,508,155,Baked Goods,0,Bike,
1,1/11/2014,13,,Produce:Baked Goods,0.0:40.0,Bike,
6,1/11/2014,691,28,Produce:Baked Goods:Fresh Prepared Food,20.0:0.0:20.0,Bike,
3,1/11/2014,686,66,Produce,42,Bike,
2,1/11/2014,101,29,Produce,0,Bike,
74,1/12/2014,674,186,Produce,20,Bike,
6,1/12/2014,657,,Baked Goods:,30.0:30.0,Car,
3,1/12/2014,52,9,Produce,43,Car,
2,1/12/2014,458,12,Produce,0,Bike,
1,1/12/2014,705,8,Produce:Baked Goods:Dairy,160.0::5.0,Bike,
4,1/12/2014,418,20,Produce,36,Bike,
175,1/12/2014,71,41,,0,Bike,
25,1/12/2014,568,11,Baked Goods,0,,
175,1/12/2014,611,20,Baked Goods:,0.0:,Bike,
3,1/13/2014,691,66,Produce,55,Bike,
6,1/13/2014,356,28,Produce:Baked Goods,70.0:0.0,Bike,
74,1/13/2014,705,15,Produce,3.5,Bike,
175,1/13/2014,358,5,Produce:Produce,:0.0,Bike,
1,1/13/2014,658,14,Produce:Baked Goods:Fresh Prepared Food,75.0:15.0:30.0,Bike,
4,1/13/2014,332,11,Produce:Baked Goods,20.0:10.0,Bike,
2,1/13/2014,349,15,Produce,0,Bike,
24,1/13/2014,615,28,Fresh Prepared Food,7,Bike,
25,1/13/2014,615,28,Baked Goods,0,Bike,
69,1/13/2014,615,28,Produce,0,Bike,
1,1/14/2014,658,14,Baked Goods:Fresh Prepared Food,20.0:22.0,Bike,
2,1/14/2014,705,35,Produce,27,Bike,
76,1/14/2014,294,26,Frozen Prepared Food,6,Bike,
175,1/14/2014,588,15,Produce:,0.0:,Bike,
6,1/14/2014,666,15,Produce:Baked Goods,40.0:70.0,Bike,
4,1/14/2014,264,10,Produce,0,Bike,
175,1/14/2014,696,15,Produce:Baked Goods,:194.0,Bike,
72,1/14/2014,273,44,Produce:Baked Goods,0.0:0.0,Bike,
175,1/14/2014,302,15,Produce:Baked Goods,0.0:0.0,,
74,1/14/2014,554,15,Produce,25,Bike,
3,1/14/2014,564,66,Produce,35,Car,
175,1/15/2014,302,15,Produce,0,,
6,1/15/2014,326,7,Produce:Baked Goods,0.0:0.0,Bike,
74,1/15/2014,211,15,Produce,13,Bike,
1,1/15/2014,510,66,Produce:Baked Goods,50.0:50.0,Car,
25,1/15/2014,418,39,Baked Goods,5,Car,
3,1/15/2014,52,14,Produce,23,Bike,
2,1/15/2014,116,7,Produce,20,Bike,
69,1/15/2014,418,39,Produce,0,,
43,1/15/2014,595,28,Frozen Prepared Food,75,Bike,
4,1/15/2014,101,37,Produce,0,Bike,
175,1/15/2014,358,15,Produce:Baked Goods,:200.0,Bike,
4,1/16/2014,30,10,Produce,0,Bike,
2,1/16/2014,57,28,Produce,25,Bike,
27,1/16/2014,256,18,Baked Goods,8,Foot,
6,1/16/2014,418,7,Produce:Baked Goods,30.0:5.0,Bike,
1,1/16/2014,58,187,Produce:Baked Goods,95.0:15.0,Bike,
3,1/16/2014,356,42,Produce:Baked Goods,95.0:1.0,Bike,
72,1/16/2014,705,15,Produce:Baked Goods,230.0:20.0,Bike,
175,1/16/2014,358,100,Produce:Baked Goods,:200.0,Bike,
74,1/16/2014,687,63,Produce,20,Bike,
3,1/17/2014,31,14,Produce,200,Bike,
175,1/17/2014,610,5,Produce:Baked Goods,10.0:30.0,Car,
25,1/17/2014,531,22,Baked Goods,5,Bike,
1,1/17/2014,658,66,Produce:Baked Goods:Fresh Prepared Food,220.0:25.0:25.0,Bike,
175,1/17/2014,604,15,Produce:Baked Goods,:0.0,Bike,
2,1/17/2014,563,15,Produce,18,Bike,
6,1/17/2014,569,71,Produce:Baked Goods,65.0:50.0,Bike,
4,1/17/2014,279,20,Produce:Baked Goods,44.0:19.0,Bike,
27,1/17/2014,695,20,Baked Goods,25,Bike,
74,1/17/2014,553,15,Produce,0,Bike,
175,1/18/2014,609,18,Produce:Baked Goods,0.0:0.0,,
1,1/18/2014,416,,Produce:Baked Goods,0.0:80.0,Bike,
6,1/18/2014,418,28,Produce:Baked Goods,50.0:10.0,Bike,
24,1/18/2014,418,28,Fresh Prepared Food,4,Bike,
74,1/18/2014,674,186,Produce,30,Car,
25,1/18/2014,508,155,Baked Goods,3,Bike,
4,1/18/2014,135,22,Produce,55,Bike,
175,1/18/2014,163,20,Produce:Baked Goods,100.0:50.0,Bike,
72,1/18/2014,593,8,Produce:Baked Goods,300.0:50.0,Car,
76,1/18/2014,448,26,Frozen Prepared Food,20,,
2,1/18/2014,101,29,Produce,0,Bike,
3,1/18/2014,686,66,Produce,30,Bike,
175,1/19/2014,611,20,Baked Goods:,0.0:,Bike,
72,1/19/2014,486,18,Produce:Baked Goods,300.0:75.0,Bike,
1,1/19/2014,416,8,Produce:Baked Goods,190.0:0.0,Bike,
74,1/19/2014,674,186,Produce,35,Bike,
175,1/19/2014,610,41,Produce:Baked Goods:,0.0:0.0:0.0,Bike,
6,1/19/2014,657,,,0,Bike,
3,1/19/2014,52,9,Produce,53,Bike,
25,1/19/2014,616,11,Baked Goods,2.9,Bike,
4,1/19/2014,260,20,Produce,0.1,Foot,
2,1/19/2014,458,12,Produce,0,Bike,
69,1/20/2014,615,28,Produce,0,Bike,Guesstimate
24,1/20/2014,615,28,Fresh Prepared Food,0,Bike,Guesstimate
3,1/20/2014,565,66,Produce,50,Bike,Guesstimate
4,1/20/2014,139,11,Produce,25,Bike,Floor Scale
1,1/20/2014,658,14,Produce:Baked Goods:Fresh Prepared Food,200.0:25.0:70.0,Bike,
25,1/20/2014,615,28,Baked Goods,0,Bike,Guesstimate
175,1/20/2014,593,5,Produce:Baked Goods,60.0:100.0,Bike,
6,1/20/2014,199,28,Produce:Baked Goods:Dairy,15.0:15.0:60.0,Bike,
2,1/20/2014,349,15,Produce,0,Bike,
175,1/20/2014,588,15,Baked Goods:,85.0:,Bike,
6,1/20/2014,711,61,Baked Goods:Dairy,35.0:16.0,Bike,
74,1/20/2014,458,12,Produce,25,Bike,
175,1/21/2014,71,15,Produce:Baked Goods,0.0:0.0,Bike,
1,1/21/2014,699,14,Produce:Baked Goods,0.0:0.0,Bike,
2,1/21/2014,326,35,Produce,15,Bike,
4,1/21/2014,264,10,Produce:Baked Goods,25.0:10.0,Bike,
3,1/21/2014,564,66,Produce,75,Car,
74,1/21/2014,554,15,Produce,71,Bike,
76,1/21/2014,294,26,Frozen Prepared Food,0,Bike,
175,1/21/2014,42,15,Baked Goods:,155.0:,Bike,
6,1/21/2014,666,15,Produce:Baked Goods,67.0:20.0,Bike,
72,1/21/2014,273,44,Produce:Baked Goods:Fresh Prepared Food,40.0:20.0:60.0,Bike,
175,1/22/2014,358,5,Produce:Produce,:75.0,Bike,
6,1/22/2014,326,7,Produce:Baked Goods,0.0:0.0,Bike,
25,1/22/2014,710,39,Baked Goods,2,Bike,
69,1/22/2014,710,39,Produce,10,Bike,
4,1/22/2014,101,37,Produce,0,Bike,
175,1/22/2014,613,15,Produce,0,Bike,
74,1/22/2014,211,15,Produce,0,Bike,
2,1/22/2014,116,7,Produce,0,Bike,
1,1/22/2014,510,66,Produce:Baked Goods,125.0:10.0,Car,
43,1/22/2014,595,28,Frozen Prepared Food,10,Bike,
3,1/22/2014,52,14,Produce,53,Bike,
3,1/23/2014,163,42,Produce,75,Bike,
175,1/23/2014,289,7,Produce:Baked Goods,10.0:25.0,Bike,
2,1/23/2014,418,28,Produce,0,,
27,1/23/2014,708,18,Baked Goods,0,Foot,
4,1/23/2014,705,10,Produce:Baked Goods:Dairy,36.0:60.0:100.0,Bike,
74,1/23/2014,687,63,Produce,30,Bike,
6,1/23/2014,30,7,Baked Goods:,80.0:,Car,
1,1/23/2014,58,187,Produce:Baked Goods:Fresh Prepared Food:Dairy,215.0:0.0:25.0:80.0,Bike,
72,1/23/2014,581,15,Produce:Baked Goods:Fresh Prepared Food,4.0:10.0:50.0,Car,
175,1/23/2014,358,100,Produce:Baked Goods,50.0:50.0,Bike,
2,1/24/2014,563,15,Produce,0,Bike,
25,1/24/2014,527,22,Baked Goods,5,Bike,
6,1/24/2014,569,71,Produce:Baked Goods,13.0:2.0,Bike,
74,1/24/2014,553,15,Produce,0,Bike,
1,1/24/2014,711,14,Produce:Baked Goods:Fresh Prepared Food,80.0:60.0:40.0,Bike,
175,1/24/2014,358,5,Produce:Baked Goods,0.0:,Bike,
4,1/24/2014,279,20,Produce:Baked Goods,25.0:18.0,Bike,
3,1/24/2014,31,14,Produce,142,Car,
27,1/24/2014,695,20,Baked Goods,23,Car,
175,1/24/2014,604,15,Produce:Produce:Produce:Produce,30.0:45.0:5.0:5.0,Bike,
74,1/25/2014,674,186,Produce,34,Car,Floor Scale
4,1/25/2014,135,22,Produce,41,Car,
175,1/25/2014,609,18,Produce:Baked Goods,0.0:0.0,,
175,1/25/2014,139,20,Produce:Baked Goods,100.0:50.0,Car,Guesstimate
6,1/25/2014,691,28,Produce:Baked Goods,0.0:50.0,Bike,
72,1/25/2014,593,8,Produce:Baked Goods,40.0:60.0,Bike,
25,1/25/2014,508,155,Baked Goods,5,Bike,
1,1/25/2014,416,,Produce:Baked Goods,95.0:5.0,Bike,
24,1/25/2014,691,28,Fresh Prepared Food,7,Bike,
2,1/25/2014,101,29,Produce,0,Bike,
3,1/25/2014,686,66,Produce,70,Car,
76,1/25/2014,302,26,Frozen Prepared Food,14,Foot,
74,1/26/2014,674,186,Produce,34,Bike,Bathroom Scale
3,1/26/2014,52,9,Produce,71,Bike,
72,1/26/2014,727,193,Produce:Baked Goods,80.0:30.0,Car,
175,1/26/2014,725,41,Produce:Baked Goods,30.0:10.0,Bike,
4,1/26/2014,260,20,Produce,50,Bike,
6,1/26/2014,657,,Produce:Baked Goods,15.0:30.0,Bike,
1,1/26/2014,163,8,Produce:Baked Goods,160.0:20.0,Bike,
25,1/26/2014,616,11,Baked Goods,4.7,Bike,
2,1/26/2014,458,12,Produce,300,Bike,
175,1/26/2014,611,20,Baked Goods:,0.0:,Bike,
25,1/27/2014,615,28,Baked Goods,0,Bike,Guesstimate
69,1/27/2014,615,28,Produce,0,Bike,Guesstimate
24,1/27/2014,615,28,Fresh Prepared Food,0,Bike,Guesstimate
74,1/27/2014,211,15,Produce,13,Bike,
1,1/27/2014,658,14,Produce:Baked Goods:Fresh Prepared Food,200.0:30.0:30.0,Car,
4,1/27/2014,332,11,Produce:Baked Goods,18.0:21.0,Bike,
175,1/27/2014,588,15,Produce:Baked Goods,75.0:50.0,Car,
175,1/27/2014,65,5,Produce:Baked Goods,0.0:,Bike,
6,1/27/2014,65,61,Produce,0,Bike,
6,1/27/2014,199,28,Produce:Baked Goods,5.0:40.0,Car,
2,1/27/2014,349,15,Produce,0,Bike,
6,1/28/2014,666,15,Baked Goods:Fresh Prepared Food,100.0:50.0,Bike,
175,1/28/2014,42,15,Baked Goods:,70.0:,Bike,
4,1/28/2014,264,10,Produce,0,Bike,
74,1/28/2014,554,15,Produce,0,Bike,
72,1/28/2014,273,44,Produce:Baked Goods:Fresh Prepared Food:Dairy,60.0:50.0:50.0:20.0,Bike,
2,1/28/2014,3,35,Produce,0,Car,
3,1/28/2014,302,14,Produce,35,Car,
76,1/28/2014,294,26,Frozen Prepared Food,5,Bike,
175,1/28/2014,718,7,Produce:Baked Goods,0.0:0.0,Bike,
1,1/28/2014,699,14,Produce:,280.0:,Bike,
2,1/29/2014,116,7,Produce,0,Bike,
3,1/29/2014,52,14,Produce,91,Bike,
6,1/29/2014,326,7,Produce:Baked Goods:Frozen Prepared Food,30.0:0.0:10.0,Bike,
1,1/29/2014,510,14,Produce:Baked Goods,175.0:25.0,Car,
4,1/29/2014,728,37,Produce:Produce,80.0:35.0,Bike,
25,1/29/2014,710,39,Baked Goods,5,Bike,
69,1/29/2014,710,39,Produce,0,Bike,
175,1/29/2014,358,5,Produce:Baked Goods,:60.0,Bike,
175,1/29/2014,613,15,Produce:Baked Goods,40.0:100.0,Bike,
43,1/29/2014,595,28,Frozen Prepared Food,80,Bike,
1,1/30/2014,58,187,Produce:Baked Goods,110.0:15.0,Bike,
72,1/30/2014,581,15,Produce:Baked Goods,0.0:0.0,,
6,1/30/2014,729,7,Produce:Baked Goods,0.0:0.0,Bike,
175,1/30/2014,67,7,Produce:Baked Goods,70.0:60.0,Bike,
3,1/30/2014,527,42,Produce,50,Foot,
2,1/30/2014,699,28,Produce,165,Bike,
4,1/30/2014,13,10,Produce:Baked Goods:Fresh Prepared Food,43.0:40.0:60.0,Bike,
175,1/30/2014,358,100,Produce:Baked Goods,:80.0,Bike,
74,1/30/2014,687,63,Produce,80,Bike,
1,1/31/2014,416,14,Baked Goods,12,Car,
6,1/31/2014,569,71,Baked Goods:,0.0:,Bike,
4,1/31/2014,279,20,Produce,8,Bike,
27,1/31/2014,695,20,Baked Goods,20,Car,
3,1/31/2014,31,14,Produce,73,Bike,
2,1/31/2014,563,15,Produce,0,Bike,
175,1/31/2014,588,5,Produce:Baked Goods,0.0:0.0,,
175,1/31/2014,604,15,Produce:Produce,:10.0,Car,
25,1/31/2014,531,22,Baked Goods,2,Bike,
74,1/31/2014,553,15,Produce,0,Bike,
74,2/1/2014,674,186,Produce,34,Car,Bathroom Scale
6,2/1/2014,302,28,Produce:Baked Goods,50.0:30.0,Car,
24,2/1/2014,691,28,Fresh Prepared Food,0,,
4,2/1/2014,135,22,Produce,35,Car,
1,2/1/2014,416,,Produce:Baked Goods,:0.0,Bike,
72,2/1/2014,593,8,Produce:Baked Goods,250.0:100.0,Car,
76,2/1/2014,302,26,Frozen Prepared Food,7,,
175,2/1/2014,644,20,Produce:Baked Goods,0.0:0.0,Bike,
175,2/1/2014,163,18,Produce:Baked Goods,0.0:0.0,Bike,
3,2/1/2014,686,18,Produce:,0.0:0.0,Bike,
2,2/1/2014,101,29,Produce,0,Bike,
25,2/1/2014,508,155,Baked Goods,10,Car,
74,2/2/2014,674,186,Produce,34,Bike,Bathroom Scale
1,2/2/2014,13,8,Produce:Baked Goods,75.0:25.0,Car,
175,2/2/2014,725,41,:,0.0:,Bike,
25,2/2/2014,616,11,Baked Goods,10.09,Bike,
4,2/2/2014,260,20,Produce,40,Car,
6,2/2/2014,657,,Baked Goods,30,Car,
3,2/2/2014,52,9,Produce,0,,
2,2/2/2014,458,12,Produce,0,Bike,
72,2/2/2014,486,18,Produce:Baked Goods,75.0:300.0,Car,
175,2/2/2014,611,20,Baked Goods:,0.0:,Bike,
69,2/3/2014,615,28,Produce,0,Bike,Guesstimate
25,2/3/2014,615,28,Baked Goods,0,Bike,Guesstimate
24,2/3/2014,615,28,Fresh Prepared Food,0,Bike,Guesstimate
2,2/3/2014,349,15,Produce,0,Bike,
175,2/3/2014,588,15,Produce:,250.0:,Bike,
6,2/3/2014,199,28,Produce:Baked Goods,30.0:0.0,Bike,
74,2/3/2014,211,15,Produce,78,Bike,
4,2/3/2014,332,11,Produce:Baked Goods,39.0:19.0,Bike,
1,2/3/2014,658,14,Produce:Baked Goods:Fresh Prepared Food,200.0:20.0:15.0,Car,
175,2/3/2014,289,5,Produce:Baked Goods,0.0:50.0,Bike,
6,2/3/2014,65,61,Produce,0,Bike,
1,2/4/2014,699,14,Produce:Produce,:155.0,Bike,
6,2/4/2014,666,15,Produce:Baked Goods,:0.0,Bike,
74,2/4/2014,554,15,Produce,0,Bike,
76,2/4/2014,730,71,Frozen Prepared Food,5,Car,
72,2/4/2014,273,44,Produce:Baked Goods,0.0:0.0,Bike,
175,2/4/2014,718,7,Produce:Baked Goods,0.0:0.0,Bike,
175,2/4/2014,42,15,Baked Goods:,70.0:,Bike,
4,2/4/2014,264,10,Produce:Baked Goods,35.0:10.0,Bike,
3,2/4/2014,136,14,Produce:Baked Goods,60.0:10.0,Bike,
2,2/4/2014,3,35,Produce,0,Car,
175,2/5/2014,613,15,Baked Goods,70,Bike,
74,2/5/2014,613,15,Produce:Baked Goods,40.0:80.0,Bike,
175,2/5/2014,358,5,Produce:Baked Goods,0.0:0.0,Bike,
4,2/5/2014,728,37,Produce:Baked Goods,15.0:10.0,Bike,
1,2/5/2014,510,14,Produce:Baked Goods,250.0:25.0,Car,
25,2/5/2014,710,39,Baked Goods,20,Car,
3,2/5/2014,52,14,Produce,0,,
43,2/5/2014,595,28,Frozen Prepared Food,75,Bike,
2,2/5/2014,116,7,Produce,0,Bike,
69,2/5/2014,710,39,Produce,0,Car,
6,2/5/2014,326,7,Produce:Baked Goods,:40.0,Car,
74,2/6/2014,687,63,Produce,80,Car,
4,2/6/2014,699,10,Produce:Baked Goods,30.0:15.0,Bike,
3,2/6/2014,418,42,Produce,0,,
27,2/6/2014,708,18,Baked Goods,10,Foot,
175,2/6/2014,727,193,Produce:Baked Goods,52.0:75.0,Car,
175,2/6/2014,358,100,Produce:Baked Goods,30.0:15.0,Bike,
1,2/6/2014,13,187,Produce:Baked Goods,0.0:30.0,Bike,
2,2/6/2014,116,28,Produce,0,Bike,
72,2/6/2014,581,15,Produce:Baked Goods,0.0:0.0,,
6,2/6/2014,163,7,Produce:Produce:Baked Goods,5.0:15.0:25.0,Bike,
1,2/7/2014,68,14,Produce:Baked Goods,117.0:25.0,Car,
4,2/7/2014,279,20,Produce,58,Bike,
6,2/7/2014,569,71,Baked Goods:,0.0:,Bike,
3,2/7/2014,31,14,Produce,60,Car,
175,2/7/2014,604,15,Produce:Baked Goods,0.0:,Bike,
27,2/7/2014,695,20,Baked Goods,17,Car,
175,2/7/2014,358,5,Produce:Baked Goods,:60.0,Bike,
25,2/7/2014,531,22,Baked Goods,2,Bike,
2,2/7/2014,563,15,Produce,0,Bike,
74,2/7/2014,553,15,Produce,0,Bike,
74,2/8/2014,674,186,Produce,34,Bike,Bathroom Scale
6,2/8/2014,691,28,Produce:Baked Goods,30.0:50.0,Car,
2,2/8/2014,101,29,Produce,0,Bike,
25,2/8/2014,508,155,Baked Goods,5,Bike,
3,2/8/2014,686,18,Produce,0,,
4,2/8/2014,135,22,Produce,0,Foot,
76,2/8/2014,730,71,Frozen Prepared Food,10,Bike,
175,2/8/2014,163,20,Produce:Baked Goods,30.0:190.0,Bike,
24,2/8/2014,691,28,Fresh Prepared Food,5,Car,
72,2/8/2014,593,8,Produce:Baked Goods,50.0:400.0,Car,
1,2/8/2014,416,,Produce:Baked Goods,:0.0,Bike,
74,2/9/2014,674,186,Produce,34,Car,Bathroom Scale
175,2/9/2014,699,41,Baked Goods:Baked Goods,90.0:,Bike,
2,2/9/2014,458,12,Produce,0,Bike,
25,2/9/2014,527,11,Baked Goods,5,Bike,
1,2/9/2014,260,8,Produce:Produce,:130.0,Car,
6,2/9/2014,657,,Baked Goods,30,Car,
4,2/9/2014,148,20,Produce,35,Car,
72,2/9/2014,418,18,Produce:Baked Goods,200.0:200.0,Bike,
3,2/9/2014,52,9,Produce,69,Bike,
175,2/9/2014,611,20,Baked Goods:,0.0:,Bike,
74,2/10/2014,211,15,Produce,37,Bike,
69,2/10/2014,615,28,Produce,0,Bike,Guesstimate
25,2/10/2014,615,28,Baked Goods,0,Bike,Guesstimate
24,2/10/2014,615,28,Fresh Prepared Food,0,Bike,Guesstimate
175,2/10/2014,588,15,Produce:Baked Goods,218.0:2.0,Bike,
6,2/10/2014,711,61,Produce:Baked Goods,4.0:23.0,Bike,
2,2/10/2014,349,15,Produce,0,Bike,
175,2/10/2014,289,5,Produce:Baked Goods,40.0:10.0,Bike,
1,2/10/2014,658,14,Produce:Baked Goods,104.0:20.0,Car,
6,2/10/2014,199,28,Produce:Baked Goods,40.0:0.0,Bike,
4,2/10/2014,332,11,Produce:Baked Goods:Baked Goods,18.0:38.0:38.0,Bike,
6,2/11/2014,666,15,Produce:Baked Goods,:54.0,Bike,
76,2/11/2014,730,71,Frozen Prepared Food,4,Car,
2,2/11/2014,3,35,Produce,0,Car,
175,2/11/2014,42,15,Produce:Baked Goods,46.0:93.0,Bike,
1,2/11/2014,699,14,Produce:Baked Goods,200.0:10.0,Bike,
72,2/11/2014,273,44,Produce:Baked Goods,0.0:0.0,Bike,
175,2/11/2014,718,7,Produce:Baked Goods,30.0:20.0,Bike,
4,2/11/2014,264,10,Produce,35,Bike,
74,2/11/2014,554,15,Produce,0,Bike,
3,2/11/2014,30,14,Produce,110,Bike,
69,2/12/2014,710,39,Produce,0,Bike,
6,2/12/2014,326,7,Produce:Baked Goods,1.0:34.0,Bike,
25,2/12/2014,710,39,Baked Goods,0,Bike,
1,2/12/2014,510,14,Produce:Baked Goods,104.0:16.0,Car,
43,2/12/2014,595,28,Frozen Prepared Food,0,Bike,
175,2/12/2014,358,5,Produce:Produce:Baked Goods,75.0:25.0:15.0,Bike,
4,2/12/2014,728,37,Produce,0,Bike,
3,2/12/2014,52,14,Produce,95,Bike,
2,2/12/2014,116,7,Produce,0,Bike,
74,2/12/2014,613,15,Produce,50,Bike,
175,2/12/2014,613,15,Produce:Baked Goods,130.0:70.0,Bike,
175,2/13/2014,727,193,Produce:Baked Goods,64.0:160.0,Car,
1,2/13/2014,58,187,Produce:Baked Goods,85.0:10.0,Bike,
175,2/13/2014,358,100,Produce:Baked Goods,0.0:0.0,Bike,
27,2/13/2014,708,18,Baked Goods,7,Foot,
6,2/13/2014,163,7,Produce:Baked Goods,45.0:0.0,Bike,
3,2/13/2014,356,42,Produce:Baked Goods,13.0:18.0,Bike,
72,2/13/2014,581,15,Produce:Baked Goods,0.0:0.0,,
74,2/13/2014,687,63,Produce,60,Bike,
4,2/13/2014,13,10,Produce,15,Bike,
2,2/13/2014,57,28,Produce,0,Bike,
6,2/14/2014,569,71,Baked Goods:,0.0:,Bike,
25,2/14/2014,531,22,Baked Goods,2,Bike,
1,2/14/2014,302,26,Produce,150,Car,
3,2/14/2014,31,14,Produce,101.2,Bike,
175,2/14/2014,418,5,Produce:Baked Goods,50.0:50.0,Bike,
27,2/14/2014,695,20,Baked Goods,15,Bike,
4,2/14/2014,279,20,Produce,85,Bike,
175,2/14/2014,604,15,Produce:Baked Goods,:,Bike,
74,2/14/2014,416,15,Produce,6,Bike,
2,2/14/2014,563,15,Produce,0,Bike,
6,2/15/2014,691,28,Produce:Baked Goods,40.0:70.0,Bike,
1,2/15/2014,163,,Produce:Baked Goods:Fresh Prepared Food,150.0:10.0:10.0,Bike,
72,2/15/2014,593,8,Produce:Baked Goods,500.0:30.0,Car,
175,2/15/2014,699,18,Produce:Baked Goods,0.0:0.0,Bike,
25,2/15/2014,508,155,Baked Goods,2,Bike,
24,2/15/2014,691,28,Fresh Prepared Food,10,Bike,
76,2/15/2014,730,71,Frozen Prepared Food,5,Bike,
175,2/15/2014,279,20,Produce:Baked Goods,9.0:,Bike,
2,2/15/2014,101,29,Produce,0,Bike,
3,2/15/2014,68,18,Produce,55,Bike,
74,2/15/2014,674,186,Produce,34,Bike,Floor Scale
4,2/15/2014,537,22,Produce,60,Car,
74,2/16/2014,674,186,Produce,34,Bike,Bathroom Scale
3,2/16/2014,52,9,Produce,36,Bike,
1,2/16/2014,260,8,Produce:Baked Goods,200.0:,Bike,
6,2/16/2014,657,,Produce:Baked Goods,40.0:50.0,Car,
2,2/16/2014,458,12,Produce,50,Car,
175,2/16/2014,739,41,Produce:Baked Goods,89.0:0.0,Bike,
25,2/16/2014,616,11,Baked Goods,0,Bike,
4,2/16/2014,148,20,Produce,77,Bike,
72,2/16/2014,486,18,Produce:Baked Goods,1.0:1.0,,
175,2/16/2014,611,20,Baked Goods:,0.0:,Bike,
69,2/17/2014,615,28,Produce,0,Bike,Guesstimate
24,2/17/2014,615,28,Fresh Prepared Food,0,Bike,Guesstimate
6,2/17/2014,199,28,Produce:Baked Goods:Dairy,:30.0:45.0,Car,
74,2/17/2014,691,15,Produce,68,Car,
4,2/17/2014,332,11,Produce:Baked Goods:Fresh Prepared Food,66.0:7.0:8.0,Bike,
1,2/17/2014,658,14,Produce:Baked Goods,150.0:25.0,Bike,
175,2/17/2014,289,5,Produce:Baked Goods,45.0:,Bike,
175,2/17/2014,588,100,Produce:Baked Goods,0.0:0.0,,
2,2/17/2014,349,15,Produce,0,Bike,
6,2/17/2014,711,61,Baked Goods,0,Bike,
25,2/17/2014,615,28,Baked Goods,0,Bike,Guesstimate
175,2/18/2014,739,15,Produce:Baked Goods,35.0:110.0,Bike,
1,2/18/2014,699,14,Produce:Baked Goods:Fresh Prepared Food,280.0:5.0:10.0,Bike,
74,2/18/2014,554,15,Produce,0,Bike,
3,2/18/2014,302,14,Produce,203,Car,
4,2/18/2014,264,10,Produce:Baked Goods,45.0:5.0,Bike,
175,2/18/2014,718,7,Produce:Baked Goods,50.0:15.0,Bike,
76,2/18/2014,730,71,Frozen Prepared Food,0,Bike,
2,2/18/2014,3,35,Produce,0,Bike,
6,2/18/2014,666,15,Produce:Baked Goods,:52.0,Bike,
72,2/18/2014,273,44,Produce:Baked Goods,0.0:0.0,Bike,
3,2/19/2014,52,14,Produce,77,Bike,
74,2/19/2014,613,15,Baked Goods,80,Bike,
43,2/19/2014,595,28,Frozen Prepared Food,0,Bike,
4,2/19/2014,728,37,Produce,0,Bike,
1,2/19/2014,510,14,Produce:Baked Goods,165.0:18.0,Car,
6,2/19/2014,326,7,Produce:Baked Goods,30.0:50.0,Bike,
175,2/19/2014,358,5,Produce:Baked Goods,:60.0,Bike,
25,2/19/2014,710,39,Baked Goods,25,Bike,
69,2/19/2014,710,39,Produce,10,Bike,
175,2/19/2014,613,15,Baked Goods:,80.0:,Bike,
74,2/20/2014,687,28,Produce,80,Bike,
4,2/20/2014,302,10,Produce,24,Foot,
1,2/20/2014,58,187,Produce:Baked Goods,355.0:20.0,Bike,
72,2/20/2014,581,15,Produce:Baked Goods,260.0:,Car,
175,2/20/2014,727,193,Produce:Baked Goods,901.0:170.0,Car,
6,2/20/2014,163,7,Produce:Baked Goods,10.0:35.0,Bike,
27,2/20/2014,708,18,Baked Goods,9,Foot,
